  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029750 99999 201201011650 090   6 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   23   23 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201011750 090   7 ***  28 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   25   25 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201011850 090   5 ***  31 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   27   25 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201011950 140  11 ***  29 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   27 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201012050 140  10 *** 128 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   27 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201012150 140  11 ***  34 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   28 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201012250 140  10 ***  98 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   27 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201012350 130  14 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   27 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020050 140  13 ***  89 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   34   27 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020150 130  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   27 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020250 120  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   32   27 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020350 130  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   27 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020450 130  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   34   28 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020550 130  15 ***  49 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   28 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020650 130  16  28  14 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   28 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020750 130  15 ***  49 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   28 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020850 130  17 ***  49 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   28 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201020950 130  18 ***  15 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   28 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021050 120  17 ***  19 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   28 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021150 120  13 ***  10 BKN * * *  1.1 73 63 ** ** ** ** ** ** *   32   32 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021350 110  16 ***   7 BKN * * *  0.6 73 63 ** ** ** ** ** ** *   32   32 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021450 120  15 ***   7 BKN * * *  0.6 73 63 ** ** ** ** ** ** *   32   32 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021550 110  18 ***   8 BKN * * *  1.2 73 63 ** ** ** ** ** ** *   32   32 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021650 120  17 ***   8 OVC * * *  2.2 73 ** ** ** ** ** ** ** *   32   32 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021750 120  17 ***   8 OVC * * *  0.9 73 ** ** ** ** ** ** ** *   32   32 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021850 130  16 ***   8 BKN * * *  0.9 73 ** ** ** ** ** ** ** *   32   32 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201021950 130  15 ***   7 BKN * * *  2.6 ** ** ** ** 71 10 ** ** *   32   32 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201022050 140  13 ***   8 BKN * * *  2.9 ** ** ** ** 64 10 ** ** *   32   32 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201022150 140  11 ***   6 BKN * * *  2.0 ** ** ** ** 52 10 ** ** *   32   32 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201022250 150   8 ***   6 BKN * * *  2.9 ** ** ** ** 52 10 ** ** *   34   34 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201022350 180   9 ***   4 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   36   36 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030050 210   7 ***  16 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   37 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030150 220   6 ***  20 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   37 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030250 200   3 ***  30 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030350 200   6 *** 187 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030450 180   3 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   36 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030550 180   5 *** 226 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   36   36 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030650 180   5 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030750 180   6 ***  37 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   36 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030850 200   6 ***  27 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   37 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201030950 200   7 ***  34 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   36 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031050 210   6 ***  29 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   34 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031150 210   7 ***  31 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   34 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031250 220   6 ***  25 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   34 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031350 220   6 ***  32 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031450 190   5 ***  31 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031550 190   3 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031650 140   3 ***  28 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   32 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031750 170   5 ***  28 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031850 200   8 ***  14 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201031950 180   9 ***  13 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201032050 180   9 ***  12 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201032150 160   9 ***  31 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201032250 160   9 ***  13 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201032350 140  13 ***  19 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040050 130  14 ***  16 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   36   32 ****** 29.35 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040150 120  16 ***  14 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   36   32 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040250 130  18  32  10 BKN * * *  4.4 ** ** ** ** 62 ** ** ** *   34   32 ****** 29.23 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040350 120  18  30   7 OVC * * *  4.4 ** ** ** ** 61 ** ** ** *   34   34 ****** 29.18 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040450 120  22  37   9 OVC * * *  2.6 ** ** ** ** 61 ** ** ** *   34   34 ****** 29.09 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040550 130  21  32   7 OVC * * *  1.6 73 ** ** ** ** ** ** ** *   34   34 ****** 29.06 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040650 150  17 ***   9 OVC * * *  5.0 61 ** ** ** ** ** ** ** *   36   34 ****** 29.03 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040750 170  15 ***  10 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 29.00 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040850 170  16  28  12 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 28.97 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201040950 150  16  28  22 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   36 ****** 28.97 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041050 150  16 ***  11 BKN * * *  7.0 80 ** ** ** ** ** ** ** *   39   36 ****** 28.94 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041150 140  17  28  13 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   39   36 ****** 28.88 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041250 150  17 ***  17 OVC * * *  7.0 61 ** ** ** ** ** ** ** *   39   36 ****** 28.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041350 150  16 ***  14 BKN * * *  7.0 61 ** ** ** ** ** ** ** *   39   36 ****** 28.82 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041450 150  17 ***  15 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   39   36 ****** 28.79 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041550 150  18 ***  14 BKN * * *  7.0 80 ** ** ** ** ** ** ** *   39   36 ****** 28.76 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041650 160  18  34  14 BKN * * *  7.0 61 ** ** ** ** ** ** ** *   37   36 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041750 170  15 ***  14 BKN * * *  7.0 61 ** ** ** ** ** ** ** *   39   36 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041850 210  14 ***   9 BKN * * *  5.6 61 ** ** ** ** ** ** ** *   37   36 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201041950 210  13 ***  15 OVC * * *  7.0 ** ** ** ** 81 ** ** ** *   37   36 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201042050 220  13 ***  13 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   37   36 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201042150 230  14 ***  19 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201042250 220  14 ***  59 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201042350 230  10 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050050 220  10 ***  21 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050150 220  16  26  45 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050250 210   8 ***  40 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   32 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050350 210  11 ***  34 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   37   30 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050450 220  13 ***  98 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   30 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050550 220   9 ***  98 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   30 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050650 210  10 ***  98 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   30 ****** 28.70 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050750 210   8 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   37   32 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050850 210   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   39   30 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201050950 180  11 ***  45 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051050 200  11 ***  23 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.73 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051150 200  11 ***  16 BKN * * *  7.0 80 ** ** ** ** ** ** ** *   37   34 ****** 28.76 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051250 180  11 ***  16 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.76 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051350 180  11 ***  12 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.76 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051450 180   9 ***  24 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.79 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051550 180   8 ***  13 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   37   34 ****** 28.79 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051650 180   8 ***  10 BKN * * *  7.0 80 ** ** ** ** ** ** ** *   36   34 ****** 28.79 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051750 190   8 ***   7 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   36   34 ****** 28.82 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051850 180  11 ***   8 BKN * * *  7.0 53 ** ** ** ** ** ** ** *   36   34 ****** 28.85 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201051950 180   7 ***   5 BKN * * *  3.8 ** ** ** ** 61 ** ** ** *   34   34 ****** 28.88 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201052050 150   2 ***   8 OVC * * *  7.0 ** ** ** ** 52 ** ** ** *   36   34 ****** 28.88 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201052150 140   3 ***  11 OVC * * *  7.0 ** ** ** ** 61 ** ** ** *   36   34 ****** 28.91 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201052250 ***   0 ***  10 OVC * * *  2.6 ** ** ** ** 61 ** ** ** *   36   34 ****** 28.94 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201052350 ***   0 ***  11 BKN * * *  0.5 ** ** ** ** 52 30 ** ** *   34   34 ****** 28.97 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060050 110   1 ***  12 OVC * * *  2.2 ** ** ** ** 81 10 ** ** *   34   34 ****** 28.97 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060150 ***   0 ***  11 OVC * * *  0.8 ** ** ** ** 52 10 ** ** *   36   34 ****** 29.00 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060250 030   1 ***  16 BKN * * *  0.6 ** ** ** ** 51 30 ** ** *   34   34 ****** 29.03 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060350 020   1 ***  29 OVC * * *  1.9 ** ** ** ** 10 ** ** ** *   34   34 ****** 29.03 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060450 340   3 ***  15 OVC * * *  2.4 ** ** ** ** 10 ** ** ** *   34   34 ****** 29.06 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060550 340   5 ***   8 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   34 ****** 29.09 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060650 340   7 ***   6 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   34   32 ****** 29.12 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060750 330   8 ***  15 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   32 ****** 29.15 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060850 340  10 ***  20 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   30 ****** 29.18 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201060950 340  10 ***  25 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   30 ****** 29.21 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061050 330  13 ***  14 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   28 ****** 29.21 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061150 320   9 ***  18 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   32   28 ****** 29.23 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061250 320  11 ***  15 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   30   27 ****** 29.23 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061350 330   8 ***  12 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   30   27 ****** 29.26 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061450 310   8 ***  12 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   30   27 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061550 300  13 ***  14 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   28   25 ****** 29.32 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061650 290  13 ***  13 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   28   23 ****** 29.32 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061750 300   9 ***  13 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   27   23 ****** 29.35 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061850 280   7 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   25   21 ****** 29.35 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201061950 290   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23   21 ****** 29.35 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201062050 340   1 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   23   19 ****** 29.38 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201062150 100   1 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21   19 ****** 29.38 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201062250 110   2 ***  26 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   23   21 ****** 29.35 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201062350 100   3 ***  28 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   25   23 ****** 29.32 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070050 100   6 ***  31 OVC * * *  4.4 ** ** ** ** 71 ** ** ** *   25   25 ****** 29.32 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070150 100   8 ***   5 OBS * * *  0.4 ** ** ** ** 72 ** ** ** *   27   27 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070250 070   5 ***  26 OVC * * *  2.3 ** ** ** ** 71 ** ** ** *   28   27 ****** 29.26 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070350 360   2 ***  12 OBS * * *  2.0 ** ** ** ** 85 ** ** ** *   27   27 ****** 29.26 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070450 310   1 ***  31 BKN * * *  7.0 ** ** ** ** 54 ** ** ** *   27   25 ****** 29.23 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070550 300   1 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   21   21 ****** 29.23 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070650 200   1 ***  13 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   21   21 ****** 29.26 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070750 230   2 ***  15 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   27   25 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070850 250   2 ***  42 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   28   27 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201070950 230   6 ***  25 BKN * * *  2.5 71 ** ** ** ** ** ** ** *   27   27 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071050 240   6 ***  46 BKN * * *  2.5 71 ** ** ** ** ** ** ** *   27   27 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071150 250   6 ***  49 BKN * * *  7.0 71 ** ** ** ** ** ** ** *   27   27 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071250 270   3 *** 722 SCT * * *  7.0 ** ** ** ** ** ** ** ** *   25   25 ****** 29.29 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071350 290   6 ***  14 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   25   23 ****** 29.32 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071450 280   6 ***  17 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   25   23 ****** 29.35 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071550 260   7 ***  79 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   25   21 ****** 29.38 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071650 270   8 ***  69 BKN * * *  7.0 85 ** ** ** ** ** ** ** *   25   21 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071750 290   9 ***  14 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   25   21 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071850 300   8 ***  13 BKN * * *  7.0 ** ** ** ** ** ** ** ** *   25   21 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201071950 290   5 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   21   19 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029750 99999 201201072050 280   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   19   18 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
