  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029740 99999 201708041420 220  20 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041450 230  20 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   55 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041500 225  17  24 722 SCT * * * 31.2 01 ** ** ** ** ** ** ** 1   67   56  997.6 *****  991.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708041520 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041550 220  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   55 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041600 224  15  23 722 SCT * * * 28.1 ** ** ** ** 00 ** ** ** *   67   58  997.7 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041620 210  16 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041650 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041700 219  15  20 722 SCT * * * 28.4 ** ** ** ** 00 ** ** ** *   64   57  997.7 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041720 200  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041750 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041800 224  14  23 722 SCT * * * 31.2 01 ** ** ** ** ** ** ** 1   63   57  997.8 *****  991.5  69  58  0.00 ***** ***** *****  0 
029740 99999 201708041820 210  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041850 200  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041900 219   9  13 722 SCT * * * 25.4 ** ** ** ** 00 ** ** ** *   61   57  997.8 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708041920 200   9 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708041950 190   9 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042000 204   9  12 722 SCT * * * 18.9 ** ** ** ** 00 ** ** ** *   60   57  997.8 *****  991.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708042020 190   9 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042050 200   9 ***  95 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042100 200   8 *** *** BKN * * * 18.8 15 ** ** ** ** ** ** ** 1   60   58  997.3 *****  991.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708042120 180   8 ***  20 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   59 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042150 180  10 ***  10 *** * * *  5.0 81 ** ** ** ** ** ** ** *   61   59 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042200 197  12  15   8 BKN * * * 11.9 ** ** ** ** 82 ** ** ** *   60   59  997.0 *****  990.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708042220 180  11 ***  12 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042250 190   8 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042300 200   9  11  12 BKN * * * 10.0 ** ** ** ** 23 ** ** ** *   60   59  996.9 *****  990.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708042320 190   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708042350 190   8 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   59 ****** 29.41 ****** *** *** ***** ***** ***** ***** ** 
